0.0000000000, 10.1250787448
0.0500000000, 10.1029295447
0.1000000000, 10.0801299929
0.1500000000, 10.0566642950
0.2000000000, 10.0325164842
0.2500000000, 10.0076704348
0.3000000000, 9.9821098759
0.3500000000, 9.9558184067
0.4000000000, 9.9287795132
0.4500000000, 9.9009765861
0.5000000000, 9.8723929400
0.5500000000, 9.8430118342
0.6000000000, 9.8128164945
0.6500000000, 9.7817901369
0.7000000000, 9.7499159931
0.7500000000, 9.7171773366
0.8000000000, 9.6835575112
0.8500000000, 9.6490399607
0.9000000000, 9.6136082605
0.9500000000, 9.5772461505
1.0000000000, 9.5399375700
1.0500000000, 9.5016666938
1.1000000000, 9.4624179701
1.1500000000, 9.4221761601
1.2000000000, 9.3809263794
1.2500000000, 9.3386541401
1.3000000000, 9.2953453954
1.3500000000, 9.2509865846
1.4000000000, 9.2055646805
1.4500000000, 9.1590672377
1.5000000000, 9.1114824411
1.5500000000, 9.0627991574
1.6000000000, 9.0130069859
1.6500000000, 8.9620963107
1.7000000000, 8.9100583540
1.7500000000, 8.8568852291
1.8000000000, 8.8025699943
1.8500000000, 8.7471067068
1.9000000000, 8.6904904769
1.9500000000, 8.6327175207
2.0000000000, 8.5737852139
2.0500000000, 8.5136921440
2.1000000000, 8.4524381613
2.1500000000, 8.3900244290
2.2000000000, 8.3264534720
2.2500000000, 8.2617292231
2.3000000000, 8.1958570677
2.3500000000, 8.1288438859
2.4000000000, 8.0606980918
2.4500000000, 7.9914296699
2.5000000000, 7.9210502079
2.5500000000, 7.8495729262
2.6000000000, 7.7770127032
2.6500000000, 7.7033860967
2.7000000000, 7.6287113605
2.7500000000, 7.5530084563
2.8000000000, 7.4762990605
2.8500000000, 7.3986065666
2.9000000000, 7.3199560805
2.9500000000, 7.2403744119
3.0000000000, 7.1598900589
3.0500000000, 7.0785331867
3.1000000000, 6.9963356010
3.1500000000, 6.9133307144
3.2000000000, 6.8295535075
3.2500000000, 6.7450404831
3.3000000000, 6.6598296153
3.3500000000, 6.5739602916
3.4000000000, 6.4874732499
3.4500000000, 6.4004105092
3.5000000000, 6.3128152958
3.5500000000, 6.2247319628
3.6000000000, 6.1362059062
3.6500000000, 6.0472834746
3.7000000000, 5.9580118768
3.7500000000, 5.8684390830
3.8000000000, 5.7786137246
3.8500000000, 5.6885849897
3.9000000000, 5.5984025165
3.9500000000, 5.5081162844
4.0000000000, 5.4177765036
4.0500000000, 5.3274335036
4.1000000000, 5.2371376209
4.1500000000, 5.1469390874
4.2000000000, 5.0568879180
4.2500000000, 4.9670338007
4.3000000000, 4.8774259872
4.3500000000, 4.7881131858
4.4000000000, 4.6991434572
4.4500000000, 4.6105641129
4.5000000000, 4.5224216169
4.5500000000, 4.4347614919
4.6000000000, 4.3476282295
4.6500000000, 4.2610652042
4.7000000000, 4.1751145940
4.7500000000, 4.0898173045
4.8000000000, 4.0052128995
4.8500000000, 3.9213395371
4.9000000000, 3.8382339112
4.9500000000, 3.7559311999
5.0000000000, 3.6744650184
5.0500000000, 3.5938673799
5.1000000000, 3.5141686611
5.1500000000, 3.4353975746
5.2000000000, 3.3575811468
5.2500000000, 3.2807447022
5.3000000000, 3.2049118535
5.3500000000, 3.1301044968
5.4000000000, 3.0563428128
5.4500000000, 2.9836452730
5.5000000000, 2.9120286513
5.5500000000, 2.8415080398
5.6000000000, 2.7720968694
5.6500000000, 2.7038069353
5.7000000000, 2.6366484250
5.7500000000, 2.5706299515
5.8000000000, 2.5057585889
5.8500000000, 2.4420399115
5.9000000000, 2.3794780354
5.9500000000, 2.3180756629
6.0000000000, 2.2578341288
6.0500000000, 2.1987534484
6.1000000000, 2.1408323678
6.1500000000, 2.0840684148
6.2000000000, 2.0284579510
6.2500000000, 1.9739962249
6.3000000000, 1.9206774254
6.3500000000, 1.8684947355
6.4000000000, 1.8174403865
6.4500000000, 1.7675057114
6.5000000000, 1.7186811986
6.5500000000, 1.6709565448
6.6000000000, 1.6243207073
6.6500000000, 1.5787619557
6.7000000000, 1.5342679222
6.7500000000, 1.4908256512
6.8000000000, 1.4484216478
6.8500000000, 1.4070419247
6.9000000000, 1.3666720479
6.9500000000, 1.3272971812
7.0000000000, 1.2889021289
7.0500000000, 1.2514713770
7.1000000000, 1.2149891331
7.1500000000, 1.1794393646
7.2000000000, 1.1448058347
7.2500000000, 1.1110721382
7.3000000000, 1.0782217338
7.3500000000, 1.0462379765
7.4000000000, 1.0151041472
7.4500000000, 0.9848034813
7.5000000000, 0.9553191954
7.5500000000, 0.9266345128
7.6000000000, 0.8987326872
7.6500000000, 0.8715970248
7.7000000000, 0.8452109057
7.7500000000, 0.8195578025
7.8000000000, 0.7946212991
7.8500000000, 0.7703851072
7.9000000000, 0.7468330814
7.9500000000, 0.7239492342
8.0000000000, 0.7017177482
8.0500000000, 0.6801229887
8.1000000000, 0.6591495140
8.1500000000, 0.6387820856
8.2000000000, 0.6190056768
8.2500000000, 0.5998054803
8.3000000000, 0.5811669158
8.3500000000, 0.5630756354
8.4000000000, 0.5455175291
8.4500000000, 0.5284787299
8.5000000000, 0.5119456165
8.5500000000, 0.4959048175
8.6000000000, 0.4803432133
8.6500000000, 0.4652479381
8.7000000000, 0.4506063815
8.7500000000, 0.4364061890
8.8000000000, 0.4226352624
8.8500000000, 0.4092817599
8.9000000000, 0.3963340955
8.9500000000, 0.3837809378
9.0000000000, 0.3716112093
9.0500000000, 0.3598140841
9.1000000000, 0.3483789865
9.1500000000, 0.3372955889
9.2000000000, 0.3265538088
9.2500000000, 0.3161438069
9.3000000000, 0.3060559835
9.3500000000, 0.2962809761
9.4000000000, 0.2868096557
9.4500000000, 0.2776331238
9.5000000000, 0.2687427086
9.5500000000, 0.2601299619
9.6000000000, 0.2517866548
9.6500000000, 0.2437047741
9.7000000000, 0.2358765190
9.7500000000, 0.2282942964
9.8000000000, 0.2209507173
9.8500000000, 0.2138385929
9.9000000000, 0.2069509305
9.9500000000, 0.2002809295
10.0000000000, 0.1938219773

